_priority,_year,典藏號,題名,全宗名稱,全宗系列,本件日期,密等/解密紀錄,提供方式/地點,_matched_queries,_reason,_collection,_identifier
B,1947,002-080200-00536-114,保密局等呈蔣中正各黨派動態及湘省黨部陳大榕周天賢撤職案遵辦情形等情報提要等十二則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/08/27 ~ 1947/08/27,普通,數位檔／線上閱覽,沈鈞儒; 羅隆基,"人物擦邊（沈鈞儒, 羅隆基），核心時段，需現場確認與民盟史關聯",002000001925A,002-080200-00536-114
B,1947,002-080200-00538-117,陳誠呈蔣中正滬市役政請緩徵減額及擬徵志願兵等代批文件表二十六則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/04/01 ~ 1947/04/01,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），核心時段，需現場確認與民盟史關聯,002000001927A,002-080200-00538-117
B,1947,002-080200-00541-028,保密局及湯恩伯等呈蔣中正民社黨圖獲福建臺灣政權及中國農民自由黨最近活動情形等情報提要五則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/02/11 ~ 1947/02/11,普通,數位檔／線上閱覽,沈鈞儒; 羅隆基; 章伯鈞,"人物擦邊（沈鈞儒, 羅隆基, 章伯鈞），核心時段，需現場確認與民盟史關聯",002000001930A,002-080200-00541-028
A,1948,002-080200-00547-022,保密局中訊局呈蔣中正共軍華東解放軍區分為三兵團及香港反動派召開新政協預備會議等中共及各黨派動態情報提要四則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1948/07/21 ~ 1948/07/21,普通,數位檔／線上閱覽,沈鈞儒; 章伯鈞,政協會議相關 + 核心時段 1948,002000001936A,002-080200-00547-022
B,1948,002-080200-00547-044,保密局報告蔣中正關於國共和談謠言之內容與散布及各方觀感並呈研判意見等情報提要,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1948/08/30 ~ 1948/08/30,普通,數位檔／線上閱覽,沈鈞儒; 章伯鈞,"人物擦邊（沈鈞儒, 章伯鈞），核心時段，需現場確認與民盟史關聯",002000001936A,002-080200-00547-044
A,1948,002-080200-00548-107,毛人鳳呈蔣中正青年黨有退出政府趨向共匪將提早召開新政協會議及謝偉思談美對華態度等情報提要四則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1948/11/10 ~ 1948/11/10,普通,數位檔／線上閱覽,沈鈞儒; 章伯鈞,政協會議相關 + 核心時段 1948,002000001937A,002-080200-00548-107
B,1948,002-080200-00549-035,中訊局暨何紹周呈蔣中正北平與昆明學潮要求嚴懲七五血案兇手並釋放被捕師生及政府當局因應對策等情報提要七則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1948/07/04 ~ 1948/07/04,普通,數位檔／線上閱覽,沈鈞儒; 章伯鈞,"人物擦邊（沈鈞儒, 章伯鈞），核心時段，需現場確認與民盟史關聯",002000001938A,002-080200-00549-035
C,1939,002-080200-00619-050,孔祥熙函蔣中正參政會提案公務員迴避法係部分人士動機不良茲抄奉行政院辦理秘密情報職員之來函一件敬呈參考,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1939/02/19 ~ 1939/02/19,普通 / 行政院秘書長民國105年11月7日院臺檔字第1050043859號函註銷密等,數位檔／線上閱覽,沈鈞儒; 羅隆基,"人物擦邊（沈鈞儒, 羅隆基），時段 1939",002000002008A,002-080200-00619-050
B,1937,002-090105-00003-402,上海各界救國聯合會電蔣中正十七日宣誓最後關頭已臨全國應戰敝會矢誠救國及請迅制止華北退兵並釋放敝會理事沈鈞儒俾得為國效勞,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 領袖事功 / 對日抗戰,1937/07/25 ~ 1937/07/25,普通,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1937 外圍,002000002111A,002-090105-00003-402
B,1937,002-090105-00004-508,沈鈞儒鄒韜奮章乃器李公樸沙千里王造時史良電蔣中正願追隨領導趨赴國難,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 領袖事功 / 對日抗戰,1937/07/22 ~ 1937/07/22,普通,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1937 外圍,002000002112A,002-090105-00004-508
B,1941,002-090106-00015-016,蔣中正電吳鼎昌立即查明周積涵被捕案暨保釋資格,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 領袖事功 / 領袖指示,1941/03/22 ~ 1941/03/22,普通 / 國防部民國105年11月10日國辦文檔字第1050005267號函註銷密等,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），核心時段，需現場確認與民盟史關聯,002000002138A,002-090106-00015-016
B,1946,002-090300-00019-050,張君勱黃炎培等電蔣中正周恩來毛澤東東北停戰協議簽字已逾五十餘日但戰事未已現籲請立刻停戰共軍撤出且不再進兵長春東北政務委員會進駐當地主持政務等,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 共匪禍國 / 共匪禍國,1946/05/22 ~ 1946/05/22,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），核心時段，需現場確認與民盟史關聯,002000002273A,002-090300-00019-050
A,1946,002-090300-00020-259,薛藩滋電毛人鳳得毛澤東電黃炎培沈鈞儒章伯鈞梁槎溟謂東北問題和平解決為該黨一貫主張茲承電示原則上極表贊同一切當與周恩來面商,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 共匪禍國 / 共匪禍國,1946/06/12 ~ 1946/06/12,普通 / 國防部民國105年11月10日國辦文檔字第1050005267號函註銷密等,數位檔／線上閱覽,沈鈞儒; 章伯鈞,題名直接命中「沈鈞儒」+ 核心時段 1946 + 國家核心全宗,002000002274A,002-090300-00020-259
B,1948,002-090300-00196-330,曹天戈電俞濟時稱據陳瑜報告作戰會報巴大維云匪將在明春大量美援到達前擊潰政府及錦西部隊若戰況不利應準備退路以拯救人員武器等,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 共匪禍國 / 共匪禍國,1948/10/20 ~ 1948/10/20,普通,數位檔／線上閱覽,沈鈞儒; 章伯鈞,"人物擦邊（沈鈞儒, 章伯鈞），核心時段，需現場確認與民盟史關聯",002000002450A,002-090300-00196-330
B,1937,002-090300-00205-038,何鍵電蔣中正八路軍暗派張雲逸等在西南聯絡活動並常往來川桂又沈鈞儒等分派多人至川粵桂湘活動等情請嚴密偵察,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 共匪禍國 / 共匪禍國,1937/10/24 ~ 1937/10/24,普通 / 國防部民國105年11月10日國辦文檔字第1050005267號函註銷密等,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1937 外圍,002000002459A,002-090300-00205-038
C,1959,002-110101-00007-058,中共人民代表大會通過劉少奇任主席朱德任人代常務委員長周恩來任國務總理,蔣中正總統文物,蔣中正總統文物/ 其他 / 總統事略日記 / 總統事略日記,1959/04/27 ~ 1959/04/28,普通,數位檔／線上閱覽,沈鈞儒,時段錯位（1959），超出本平台 1941-1950 範圍,002000002589A,002-110101-00007-058
C,1962,002-110101-00020-073,中國共產黨「人民代表大會」第三次會議開鑼,蔣中正總統文物,蔣中正總統文物/ 其他 / 總統事略日記 / 總統事略日記,1962/03/27 ~ 1962/03/29,普通,數位檔／線上閱覽,沈鈞儒,時段錯位（1962），超出本平台 1941-1950 範圍,002000002602A,002-110101-00020-073
C,1937,002-060100-00260-020,蔣中正上午往別國民政府主席林森，下午由牯嶺至九江飛抵南京,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1937/07/20 ~ 1937/07/20,普通,數位檔／臺北閱覽室,沈鈞儒,人物擦邊（沈鈞儒），時段 1937,002000003318A,002-060100-00260-020
C,1932,002-080300-00057-008,上海現有黨派團體概括調查表杭州救濟院之反動浙江警官學校之反動浙江大學工文兩院近況顧問翻譯所偵查記鄂省黨政軍匪總預備軍團等特種調查報告,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 黨務（黨史館） /,1932/05/14 ~ 1932/05/14,普通,數位檔／臺北閱覽室,沈鈞儒,時段錯位（1932），早於民盟前身成立,002000003386A,002-080300-00057-008
C,1936,002-080300-00058-004,中華民國國難救濟會簡章，救濟國難之具體主張,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 黨務（黨史館） /,1936/05/12 ~ 1936/05/12,普通,數位檔／臺北閱覽室,沈鈞儒,人物擦邊（沈鈞儒），時段 1936,002000003387A,002-080300-00058-004
C,1956,002-080300-00064-001,人民日報報導二月十五日在蘇共第二十次代表大會上中共中央代表團團長朱德的講話等,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 黨務（黨史館） /,1956/02/16 ~ 1956/02/16,普通,數位檔／臺北閱覽室,沈鈞儒; 章伯鈞,時段錯位（1956），超出本平台 1941-1950 範圍,002000003393A,002-080300-00064-001
C,1951,002-080300-00068-015,中共日共指揮連絡系統表,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 黨務（黨史館） /,1951/01/07 ~ 1951/01/07,普通,數位檔／臺北閱覽室,沈鈞儒,時段錯位（1951），超出本平台 1941-1950 範圍,002000003397A,002-080300-00068-015
B,1942,002-150101-00030-100,蔣中正日記原本民國31年03月11日,蔣中正總統文物,蔣中正總統文物/ 美國史丹佛大學胡佛研究所移回日記及手令等 / 日記 / 原本,1942/03/11 ~ 1942/03/11,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），核心時段，需現場確認與民盟史關聯,002000003432A,002-150101-00030-100
B,1942,002-150101-00030-104,蔣中正日記原本民國31年03月08日至14日上星期反省錄,蔣中正總統文物,蔣中正總統文物/ 美國史丹佛大學胡佛研究所移回日記及手令等 / 日記 / 原本,1942/03/08 ~ 1942/03/14,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），核心時段，需現場確認與民盟史關聯,002000003432A,002-150101-00030-104
B,1942,002-150101-00031-098,蔣中正日記原本民國31年03月11日,蔣中正總統文物,蔣中正總統文物/ 美國史丹佛大學胡佛研究所移回日記及手令等 / 日記 / 原本,1942/03/11 ~ 1942/03/11,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），核心時段，需現場確認與民盟史關聯,002000003433A,002-150101-00031-098
B,1942,002-150101-00031-102,蔣中正日記原本民國31年03月08日至14日上星期反省錄,蔣中正總統文物,蔣中正總統文物/ 美國史丹佛大學胡佛研究所移回日記及手令等 / 日記 / 原本,1942/03/08 ~ 1942/03/14,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），核心時段，需現場確認與民盟史關聯,002000003433A,002-150101-00031-102
B,1948,003-010102-2450,電信事務所員工涉匪及簡陽酒精廠涉訟案,資源委員會,資源委員會/ 資源委員會及國內附屬機構 / 總務 / 人事,,普通 / 經濟部98年4月24日經總字第09800054470號函概括解密,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），核心時段，需現場確認與民盟史關聯,003000023729A,003-010102-2450
C,1952,007-070607-00010-017,日本媒體刊載鄭竹園對中國大陸的報導評論,李登輝總統文物,李登輝總統文物/ 李登輝基金會捐贈檔案史料 / 總統府檔案資料夾文件 / 大陸,1952/07/09 ~ 1959/01/03,普通,數位檔／臺北閱覽室,沈鈞儒; 羅隆基; 章伯鈞,時段錯位（1952），超出本平台 1941-1950 範圍,007000000642A,007-070607-00010-017
B,1937,008-010101-00001-100,陳誠簽蔣中正沈鈞儒等七人案請准予先行交保送訓,陳誠副總統文物,陳誠副總統文物/ 文件 / 石叟叢書 / 文電,1937/07/01 ~ 1937/07/01,普通,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1937 外圍,008000000002A,008-010101-00001-100
B,1937,008-010106-00002-011,客座談話：答沈鈞儒章乃器李公樸等問動員組織等問題,陳誠副總統文物,陳誠副總統文物/ 文件 / 石叟叢書 / 語錄,1937/10/22 ~ 1937/10/22,普通,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1937 外圍,008000000050A,008-010106-00002-011
C,1954,008-010502-00131-025,邊疆政策綱領草案及有關資料：中共對少數名族之措施資料摘要,陳誠副總統文物,陳誠副總統文物/ 文件 / 政務 / 行政院設計委員會,1954/08/00 ~ 1954/08/00,普通 / 行政院民國106年8月17日院臺檔字第1060092241號函註銷密等,數位檔／線上閱覽,沈鈞儒,時段錯位（1954），超出本平台 1941-1950 範圍,008000000133A,008-010502-00131-025
C,1951,008-010502-00026-017,行政院設計委員會邊疆類資料合訂本第一集：中共對少數民族之措施資料摘要,陳誠副總統文物,陳誠副總統文物/ 文件 / 政務 / 行政院設計委員會,1951/05/00 ~ 1951/05/00,普通,數位檔／線上閱覽,沈鈞儒,時段錯位（1951），超出本平台 1941-1950 範圍,008000000150A,008-010502-00026-017
C,1951,008-010502-00026-018,行政院設計委員會邊疆類資料合訂本第一集：中共的民族政策及其重要措施,陳誠副總統文物,陳誠副總統文物/ 文件 / 政務 / 行政院設計委員會,1951/07/00 ~ 1951/07/00,普通,數位檔／線上閱覽,沈鈞儒,時段錯位（1951），超出本平台 1941-1950 範圍,008000000150A,008-010502-00026-018
B,1946,008-010507-00021-001,國大情報合訂本一：國大情報第三號,陳誠副總統文物,陳誠副總統文物/ 文件 / 政務 / 其他,1946/11/12 ~ 1946/11/12,普通 / 立法院民國106年7月11日台立秘字第1060007339號函註銷密等,數位檔／線上閱覽,沈鈞儒; 羅隆基; 章伯鈞,"人物擦邊（沈鈞儒, 羅隆基, 章伯鈞），核心時段，需現場確認與民盟史關聯",008000000328A,008-010507-00021-001
B,1946,008-010507-00021-007,國大情報合訂本一：國大情報第十號,陳誠副總統文物,陳誠副總統文物/ 文件 / 政務 / 其他,1946/11/19 ~ 1946/11/19,普通 / 立法院民國106年7月11日台立秘字第1060007339號函註銷密等,數位檔／線上閱覽,沈鈞儒; 羅隆基; 章伯鈞,"人物擦邊（沈鈞儒, 羅隆基, 章伯鈞），核心時段，需現場確認與民盟史關聯",008000000328A,008-010507-00021-007
C,1937,008-010703-00016-017,抵抗第二十六號：南北戰場的新形勢、堅定我們必勝的自信，日德意防共公約，我的十日戰爭生活，淪亡後的北平等,陳誠副總統文物,陳誠副總統文物/ 文件 / 軍事國防 / 軍事訓練,1937/11/13 ~ 1937/11/13,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），時段 1937,008000000565A,008-010703-00016-017
B,1946,008-010406-00018-006,一年間影響綏靖軍事之政治和談：第六篇三十五年七月之和談,陳誠副總統文物,陳誠副總統文物/ 文件 / 行誼 / 其他,1946/07/01 ~ 1946/07/01,普通,數位檔／線上閱覽,沈鈞儒; 羅隆基; 章伯鈞,"人物擦邊（沈鈞儒, 羅隆基, 章伯鈞），核心時段，需現場確認與民盟史關聯",008000000869A,008-010406-00018-006
B,1937,008-010301-00014-045,陳誠接見沈鈞儒章乃器李公樸等答覆有關動員組織等問題之談話紀錄,陳誠副總統文物,陳誠副總統文物/ 文件 / 專著與講詞 / 講詞言論訓詞政論,1937/10/22 ~ 1937/10/22,普通,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1937 外圍,008000001372A,008-010301-00014-045
B,,011-090100-0044,中國現有黨派社團概況表,總統府,總統府/ 政黨 / 中國國民黨 /,,普通,數位檔／線上閱覽,沈鈞儒; 章伯鈞,邊緣全宗（總統府），非國家核心檔案,011000001584A,011-090100-0044
B,1942,014-000301-0067,國民參政會第二屆第二次大會案（五）【原卷名：國民參政會第二屆第二次會議案】,行政院,行政院/ 總類 / 中央民意代表 / 國民參政會,,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），核心時段，需現場確認與民盟史關聯,014000000067A,014-000301-0067
B,1942,014-000301-0070,國民參政會第二屆第二次大會案（八）【原卷名：國民參政會第二屆第二次會議案】,行政院,行政院/ 總類 / 中央民意代表 / 國民參政會,,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），核心時段，需現場確認與民盟史關聯,014000000070A,014-000301-0070
