_priority,_year,典藏號,題名,全宗名稱,全宗系列,本件日期,密等/解密紀錄,提供方式/地點,_matched_queries,_reason,_collection,_identifier
C,,129-050000-3755,楊特,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列五 / /,,普通,數位檔／臺北閱覽室,張瀾,人物擦邊（張瀾），時段 不明,129000023755A,129-050000-3755
C,,129-060000-1224,杜叔機,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列六 / /,,普通 / 國防部110年6月25日國人整備字第1100140042號通知單註銷密等,數位檔／臺北閱覽室,張瀾,人物擦邊（張瀾），時段 不明,129000026224A,129-060000-1224
C,1905,129-060000-1825,吳中一,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列六 / /,,普通,數位檔／臺北閱覽室,張瀾,時段錯位（1905），早於民盟前身成立,129000026825A,129-060000-1825
C,1902,129-090000-2912,劉爾題,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列九 / /,,普通,數位檔／臺北閱覽室,張瀾,時段錯位（1902），早於民盟前身成立,129000042912A,129-090000-2912
C,,129-100000-0598,李立三,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十 / /,,普通,數位檔／臺北閱覽室,張瀾,人物擦邊（張瀾），時段 不明,129000045598A,129-100000-0598
A,,129-120000-1751,張瀾洲,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十二 / /,,普通,數位檔／臺北閱覽室,張瀾,題名直接命中「張瀾」+ 國家核心全宗（日期待現場確認）,129000056751A,129-120000-1751
C,1926,129-140000-1529,蕭治,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十四 / /,,普通,數位檔／臺北閱覽室,張瀾,時段錯位（1926），早於民盟前身成立,129000066529A,129-140000-1529
C,1906,129-200000-4772,胡紹榘,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列二十 / /,,普通,數位檔／臺北閱覽室,張瀾,時段錯位（1906），早於民盟前身成立,129000099772A,129-200000-4772
C,1913,129-210000-0111,張仁耀（張瀾蒼）,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列二十一 / /,,普通,數位檔／臺北閱覽室,張瀾,時段錯位（1913），早於民盟前身成立,129000100111A,129-210000-0111
A,,129-210000-0787,張子柱（張瀾洲）,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列二十一 / /,,普通,數位檔／臺北閱覽室,張瀾,題名直接命中「張瀾」+ 國家核心全宗（日期待現場確認）,129000100787A,129-210000-0787
C,1906,129-210000-4542,謝澄平,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列二十一 / /,,普通,數位檔／臺北閱覽室,張瀾,時段錯位（1906），早於民盟前身成立,129000104542A,129-210000-4542
C,1960,148-120100-0037,健行月刊（民國四十九年十月號）,軍情局（抗戰時期數位檔）,軍情局（抗戰時期數位檔） / 出版品 / 期刊 /,,普通 / 民國99年9月21日國報陸研字第0990005216號函已解密,數位檔／線上閱覽,張瀾,時段錯位（1960），超出本平台 1941-1950 範圍,148000000062A,148-120100-0037
C,1979,150-031800-0024-002,六十八年第二次國家建設研究會進行分組研究，部分與會人員在三普飯店研究討論奧會會籍問題，丁懋松、紀政、張瀾書、王人傑、石永貴等均出席參與研討,台灣新生報,台灣新生報/ 底片 / 1979年 /,1979/11/13 ~ 1979/11/13,普通,數位檔／線上閱覽,張瀾,時段錯位（1979），超出本平台 1941-1950 範圍,150000000330F,150-031800-0024-002
B,1937,001-016142-00006-024,軍事委員會委員長蔣中正電葉楚傖為沈鈞儒等到廬山請代邀杜鏞錢永銘到牯嶺晤談,國民政府,國民政府/ 總類 / 史料管理 / 先總統蔣公,1937/06/14 ~ 1937/06/14,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1937 外圍,001000002108A,001-016142-00006-024
B,1937,001-016142-00006-025,軍事委員會委員長蔣中正電邵力子為沈鈞儒等到廬山請屆時亦來一敘,國民政府,國民政府/ 總類 / 史料管理 / 先總統蔣公,1937/06/14 ~ 1937/06/14,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1937 外圍,001000002108A,001-016142-00006-025
B,1937,001-016142-00043-011,軍事委員會委員長蔣中正電顧祝同為如共黨誠意合作應囑其停止宣傳沈鈞儒案,國民政府,國民政府/ 總類 / 史料管理 / 先總統蔣公,1937/05/04 ~ 1937/05/04,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1937 外圍,001000002145A,001-016142-00043-011
A,,001-016142-00048-007,張熾章函陳對沈鈞儒七人案意見請審其可否,國民政府,國民政府/ 總類 / 史料管理 / 先總統蔣公,0000/00/00,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,數位檔／線上閱覽,沈鈞儒,題名直接命中「沈鈞儒」+ 國家核心全宗（日期待現場確認）,001000002150A,001-016142-00048-007
C,1935,001-075431-00002-000,錢大鈞呈李濟琛運動湘黔邊區雜牌軍隊反動案辦理情形，張玉華等危害民國案江蘇高等法院第五分院檢察官起訴書及張智謀等不起訴書，韓復榘呈張葦村被刺案供證影本，戴笠呈郭增愷反動嫌疑偵訊…,國民政府,國民政府/ 國防(軍事) / 保防 / 涉嫌案件處理,1935/10/22 ~ 1936/06/09,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），時段 1935,001000005780A,001-075431-00002-000
B,1936,001-075431-00002-008,上海市市長吳鐵城電軍事委員會委員長蔣中正為除令沈鈞儒等解散救國會及銷燬宣言外如再反動當予緝辦,國民政府,國民政府/ 國防(軍事) / 保防 / 涉嫌案件處理,1936/06/04 ~ 1936/06/04,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1936 外圍,001000005780A,001-075431-00002-008
B,1936,001-075431-00002-009,徐恩曾呈軍事委員會委員長蔣中正為與沈鈞儒等談話情形似無若何反動作用無嚴厲處置必要,國民政府,國民政府/ 國防(軍事) / 保防 / 涉嫌案件處理,1936/06/09 ~ 1936/06/09,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1936 外圍,001000005780A,001-075431-00002-009
B,1937,001-101423-00002-000,上海文化界與市民為沈鈞儒上請願書及其供詞答辯狀，沈鈞儒等電謝蔣中正准予保釋出獄並請釋放孫曉村曹孟君二人，上海政治犯熊佑吾等呈請釋放政治犯開赴…,國民政府,國民政府/ 司法 / 執行 / 釋放,1937/01/26 ~ 1947/03/06,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1937 外圍,001000006365A,001-101423-00002-000
B,1937,001-101423-00002-001,張熾章葉楚傖等各界人士呈軍事委員會委員長蔣中正請從寬處理釋放沈鈞儒等人,國民政府,國民政府/ 司法 / 執行 / 釋放,1937/01/26 ~ 1937/01/26,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1937 外圍,001000006365A,001-101423-00002-001
B,1937,001-101423-00002-002,王劍虹呈中國國民黨秘書長葉楚傖為報告赴蘇州伴送沈鈞儒等到京經過情形,國民政府,國民政府/ 司法 / 執行 / 釋放,1937/06/13 ~ 1937/06/13,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1937 外圍,001000006365A,001-101423-00002-002
B,1937,001-101423-00002-003,上海市民為沈鈞儒等一案赴蘇州高等法院請願書及上海文化界為沈鈞儒鄒韜奮等起訴事件上當局書暨沈鈞儒等第二次答辯狀補陳政治意見等,國民政府,國民政府/ 司法 / 執行 / 釋放,1937/05/31 ~ 1937/05/31,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1937 外圍,001000006365A,001-101423-00002-003
B,1937,001-101423-00002-004,沈鈞儒等電軍事委員會委員長蔣中正為電謝准予保釋出獄並請釋放孫曉村曹孟君二人,國民政府,國民政府/ 司法 / 執行 / 釋放,1937/07/24 ~ 1937/07/24,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1937 外圍,001000006365A,001-101423-00002-004
C,1938,001-103100-00001-000,吳敬恆函陳璧君以不忍見汪兆銘墮落而忠告之，蔣中正函張季鸞請其在香港報紙言論對汪兆銘寬留轉旋餘地及告龍雲谷正綱谷正鼎閻錫山表明中央處置汪兆銘決心，郭泰祺遵電囑汪兆銘勿接受日本謀…,國民政府,國民政府/ 司法 / 叛亂 / 叛亂總目,1938/12/20 ~ 1939/01/11,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），時段 1938,001000006518A,001-103100-00001-000
B,1939,001-103100-00001-013,沈鈞儒等電軍事委員會委員長蔣中正為痛斥汪兆銘通敵求和並表明擁護政府抗戰國策,國民政府,國民政府/ 司法 / 叛亂 / 叛亂總目,1939/01/03 ~ 1939/01/03,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1939 外圍,001000006518A,001-103100-00001-013
B,1936,002-010200-00169-007,蔣中正電囑吳鐵城密送沈鈞儒等到洛陽候核,蔣中正總統文物,蔣中正總統文物/ 籌筆 / 統一時期 /,1936/11/25 ~ 1936/11/25,普通,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1936 外圍,002000000185A,002-010200-00169-007
B,1937,002-010200-00175-005,蔣中正電示顧祝同如共黨誠意合作應囑其停止宣傳沈鈞儒案,蔣中正總統文物,蔣中正總統文物/ 籌筆 / 統一時期 /,1937/05/04 ~ 1937/05/04,普通,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1937 外圍,002000000191A,002-010200-00175-005
B,1937,002-010200-00175-016,蔣中正電示葉楚傖另定辦法解決沈鈞儒案不宜輕易了結,蔣中正總統文物,蔣中正總統文物/ 籌筆 / 統一時期 /,1937/05/07 ~ 1937/05/07,普通,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1937 外圍,002000000191A,002-010200-00175-016
B,1937,002-010200-00177-038,蔣中正電告葉楚傖不必急審沈鈞儒等案,蔣中正總統文物,蔣中正總統文物/ 籌筆 / 統一時期 /,1937/06/24 ~ 1937/06/24,普通,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1937 外圍,002000000193A,002-010200-00177-038
B,1937,002-010200-00177-043,蔣中正電告葉楚傖暫勿宣布處置沈鈞儒等各別辦法先解沈鈞儒來廬山,蔣中正總統文物,蔣中正總統文物/ 籌筆 / 統一時期 /,1937/06/25 ~ 1937/06/25,普通,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1937 外圍,002000000193A,002-010200-00177-043
B,1938,002-020300-00049-016,陳立夫呈蔣中正分析共黨參加抗日步驟報告並附沈鈞儒葉劍英談話摘要,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 抗戰時期 /,1938/02/01 ~ 1938/02/01,普通,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1938 外圍,002000000403A,002-020300-00049-016
A,1945,002-020400-00003-034,錢大鈞等呈蔣中正有關沈鈞儒等訪周恩來詢及中國國民黨召開國民大會意見,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1945/02/02 ~ 1945/02/02,普通,數位檔／線上閱覽,沈鈞儒,題名直接命中「沈鈞儒」+ 核心時段 1945 + 國家核心全宗,002000000407A,002-020400-00003-034
C,1936,002-060100-00114-012,蔣中正電顧祝同王澂瑩黔東公路各橋樑與路面務限一個月內完成其經費不足可先在貴州農民銀行借用五十萬元又黔西公路何日通車盼詳復另考慮對桂先採緩和態度暨令羅甸出鳳山東蘭那馬隆山道路又…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1936/06/12 ~ 1936/06/12,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），時段 1936,002000000594A,002-060100-00114-012
C,1937,002-060100-00121-001,蔣中正會見朱紹良談西北善後與皖省府組織人選又約朱培德顧祝同熊式輝林蔚來談對西北決定以政治為主軍事為從之方略另檢閱審判張學良筆錄,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1937/01/01 ~ 1937/01/01,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），時段 1937,002000000601A,002-060100-00121-001
C,1937,002-060100-00122-023,蔣中正得蔣作賓電告蔣經國下月攜妻與子約下月可到滬另得何應欽歸納四川問題交鄧漢祥盧作孚轉劉湘之電文等,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1937/03/25 ~ 1937/03/25,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），時段 1937,002000000602A,002-060100-00122-023
C,1937,002-060100-00123-024,蔣中正獲蔣廷黻電稱蔣經國攜妻與子下月可到上海及電韓復榘因蔣周康喪葬在即不克遠離決在杭州相候又將四川問題交何應欽轉洽辦理綏署所駐重慶市民與江巴兩縣境內部隊負有勤務與所有合江江津…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1937/03/25 ~ 1937/03/25,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），時段 1937,002000000603A,002-060100-00123-024
C,1938,002-060100-00125-001,蔣中正手諭陳誠速成立政治部並訓練政治人員，王正廷電蔣中正英美態度猶未一致且因時機未到美方仍遵既定方針免激起各方反對如英法等國確有具體辦法美方亦考量合作及陳立夫電蔣中正共黨與人…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1938/02/01 ~ 1938/02/01,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），時段 1938,002000000605A,002-060100-00125-001
C,1942,002-060100-00162-011,蔣中正接見史迪威據報英軍於三月七日退出仰光撤退時在城中縱火焚燬所餘卡車而日軍在仰光實力若干則尚無確訊另何應欽接獲英方代表通告魏菲爾已負責指揮緬甸全部作戰之責恐我入緬部隊不願受…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1942/03/11 ~ 1942/03/11,普通,數位檔／線上閱覽,沈鈞儒,題名含「緬甸」屬南洋華僑/清末民初同名誤命中,002000000642A,002-060100-00162-011
B,1943,002-060100-00178-006,蔣中正於抗戰六週年前夕發表播講勗勉全國軍民再接再厲刻苦奮鬥爭取最後勝利及接羅斯福商相晤於重慶與華盛頓間之中途地點之電文及得徐恩曾報呈調查蘇聯向我文化界活動情形遂即批示妥擬具體…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1943/07/06 ~ 1943/07/06,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），核心時段，需現場確認與民盟史關聯,002000000658A,002-060100-00178-006
A,1945,002-060100-00200-001,蔣中正接何應欽電陳據湯恩伯稱敵三十四師團主力由新寧竄抵梅口有續犯芷江企圖我已令第九十四軍歸李玉堂指揮集結積極進出綏寧以北攻敵側背又據戴笠報稱民主同盟因國民參政會席次問題發生裂…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1945/05/01 ~ 1945/05/01,普通,數位檔／線上閱覽,沈鈞儒; 章伯鈞,題名直接命中「民主同盟」+ 核心時段 1945 + 國家核心全宗,002000000680A,002-060100-00200-001
B,1946,002-060100-00217-031,蔣中正接孫科吳鐵城等呈第三方面主張由政府中共等武方面各推二人舉行非正式事綜合商談之建議及接陳布雷報告與第三方面人士會談情形黃炎培梁漱溟等之表示似尚欲政府再作讓步行政院即隨同國…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1946/10/31 ~ 1946/10/31,普通,數位檔／線上閱覽,沈鈞儒; 羅隆基,"人物擦邊（沈鈞儒, 羅隆基），核心時段，需現場確認與民盟史關聯",002000000697A,002-060100-00217-031
A,1946,002-060100-00218-005,蔣中正接見傅涇波聽其報告共黨與民主同盟最近之態度並接見吳鐵城邵力子等聽取彼等報告與各黨派商談情形並表示政府深望與共方恢復商談惟應以何方式進行須加考慮等，行政院會議決議大連市市…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1946/11/05 ~ 1946/11/05,普通,數位檔／線上閱覽,沈鈞儒,題名直接命中「民主同盟」+ 核心時段 1946 + 國家核心全宗,002000000698A,002-060100-00218-005
B,1946,002-060100-00218-011,蔣中正主持中樞紀念週國民政府委員陳其采主計長徐堪等於週會中宣誓就職，國民政府明令公布國民大會改定於民國三十五年十一月十五日開會，軍事三人小組陳誠周恩來馬歇爾舉行會議商談軍隊駐…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1946/11/11 ~ 1946/11/11,普通,數位檔／線上閱覽,沈鈞儒; 章伯鈞,"人物擦邊（沈鈞儒, 章伯鈞），核心時段，需現場確認與民盟史關聯",002000000698A,002-060100-00218-011
B,1948,002-060100-00239-010,蔣中正召見顧祝同指示東北華北作戰緊急處置要旨及全般戰略又接周至柔呈報與美方洽商補充本年度空軍作戰飛機情形另接宋希濂電呈美武官蘇樂等一行由侯騰廳長陪同來迪化已引起蘇方之注意及據…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1948/05/26 ~ 1948/05/26,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），核心時段，需現場確認與民盟史關聯,002000000719A,002-060100-00239-010
B,1948,002-060100-00246-016,蔣中正接黃維報告該部以彈盡援絕據點均陷匪手乃向東南西南突圍熊綬春壯烈成仁胡璉負傷今脫險抵蚌埠楊伯濤吳紹周覃道善等下落不明另分電傅作義陳長捷即將天津港內之運艦開塘沽口外候令電張…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1948/12/16 ~ 1948/12/16,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），核心時段，需現場確認與民盟史關聯,002000000726A,002-060100-00246-016
C,1942,002-060200-00007-005,三月一日以飛機到臘戌，三日上午蔣中正與緬甸總督談一小時晚杜聿明到開會討論訓誡，八日黨政訓練班第十九期開學訓話畢召見各戰區政治部主任指示要務，十日軍事會報決定緬甸作戰方針並派史…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（二） /,1942/03/01 ~ 1942/04/30,普通,數位檔／線上閱覽,沈鈞儒,題名含「緬甸」屬南洋華僑/清末民初同名誤命中,002000000746A,002-060200-00007-005
B,1945,002-080104-00015-001,宋子文白崇禧張君勱等分電蔣中正陳述對共黨問題之意見,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 分類資料 / 政治防共,1945/04/18 ~ 1946/12/14,普通 / 總統府秘書長民國106年1月19日華總機一字第10600003040號函註銷密等,數位檔／線上閱覽,沈鈞儒; 章伯鈞,"人物擦邊（沈鈞儒, 章伯鈞），核心時段，需現場確認與民盟史關聯",002000001216A,002-080104-00015-001
B,1945,002-080104-00015-008,新華日報力行日報益世報等有關政治協商之報導,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 分類資料 / 政治防共,1945/01/31 ~ 1945/01/31,普通,數位檔／線上閱覽,沈鈞儒; 羅隆基,"人物擦邊（沈鈞儒, 羅隆基），核心時段，需現場確認與民盟史關聯",002000001216A,002-080104-00015-008
C,1937,002-080114-00014-003,張學良審判筆錄,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 分類資料 / 特件,1937/01/01 ~ 1937/01/01,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），時段 1937,002000001367A,002-080114-00014-003
B,1936,002-080200-00267-114,蔣中正電陳誠接李宗仁白崇禧致張定璠陳劭先電稱此間萬望沈鈞儒章乃器來桂可見其反抗之心堅定應特別注意西江恐其出我不意襲我之虛,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1936/07/29 ~ 1936/07/29,普通,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1936 外圍,002000001656A,002-080200-00267-114
B,1936,002-080200-00272-063,蔣中正電吳鐵城請即派員秘密護送沈鈞儒等赴洛陽候校,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1936/11/25 ~ 1936/11/25,普通,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1936 外圍,002000001661A,002-080200-00272-063
B,1937,002-080200-00278-008,蔣中正電顧祝同如共黨欲誠意合作應囑其徹底改正從速停止對沈鈞儒案等之宣傳,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1937/05/04 ~ 1937/05/04,普通,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1937 外圍,002000001667A,002-080200-00278-008
B,1937,002-080200-00279-142,蔣中正電葉楚傖不必急審沈鈞儒等案並決定個別處置即使來廬山亦應各個來見,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1937/06/24 ~ 1937/06/24,普通,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1937 外圍,002000001668A,002-080200-00279-142
B,1937,002-080200-00279-150,蔣中正電葉楚傖前電處置沈鈞儒等個別辦法暫勿宣布先解沈鈞儒來廬山一見,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1937/06/25 ~ 1937/06/25,普通,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1937 外圍,002000001668A,002-080200-00279-150
A,1944,002-080200-00300-030,李健生函蔣中正告以周恩來訪沈鈞儒張申府等表示國民黨係因內外壓力而與共黨合作認為國民黨若不改變態度將難挽回危局,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1944/11/15 ~ 1944/11/15,普通,數位檔／線上閱覽,沈鈞儒,題名直接命中「沈鈞儒」+ 核心時段 1944 + 國家核心全宗,002000001689A,002-080200-00300-030
C,1951,002-080200-00346-003,第六組呈蔣中正偽中蘇友好協會總會派代表赴俄參加五一節及匪在全國鐵路沿線建立護路組織等情報,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1951/05/05 ~ 1951/05/05,普通,數位檔／線上閱覽,沈鈞儒,時段錯位（1951），超出本平台 1941-1950 範圍,002000001735A,002-080200-00346-003
B,1936,002-080200-00423-073,蔣中正電吳鐵城請即派員秘密護送沈鈞儒等至洛陽候核,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1936/11/25 ~ 1936/11/25,普通,數位檔／線上閱覽,沈鈞儒,題名命中「沈鈞儒」但時段 1936 外圍,002000001812A,002-080200-00423-073
C,1936,002-080200-00474-102,沈鴻烈電蔣中正濟南稍有謠言擬於本晚赴濟與韓復榘詳談一切等文電日報表等二則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1936/07/22 ~ 1936/07/22,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），時段 1936,002000001863A,002-080200-00474-102
C,1936,002-080200-00476-157,吳鐵城等電蔣中正上海市對於九一八紀念嚴加戒備日僑中山萱生案正兇王振聲幫兇毛永虎已拿獲行兇之手槍亦經起獲等文電日報表等三則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1936/09/19 ~ 1936/09/19,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），時段 1936,002000001865A,002-080200-00476-157
C,1937,002-080200-00488-044,毛慶祥呈蔣中正上海日軍布防情形及蘇俄武官勸告我當局對日宣戰與日本對虹橋事件之方針等日電譯文情報日報表等八則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1937/08/13 ~ 1937/08/13,普通 / 國防部民國105年11月10日國辦文檔字第1050005267號函註銷密等,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），時段 1937,002000001877A,002-080200-00488-044
C,1937,002-080200-00489-003,毛慶祥呈蔣中正路透訪員談中日問題英大使於中國被狙案日偽外蒙將召開共同委員會及日方禁止徐家匯氣象臺放送氣象報告等日電譯文情報日報表等十四則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1937/09/03 ~ 1937/09/03,普通 / 國防部民國105年11月10日國辦文檔字第1050005267號函註銷密等,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），時段 1937,002000001878A,002-080200-00489-003
C,1937,002-080200-00490-029,毛慶祥呈日方擬將我華北稅收一部移作海河工程等經費據日方情報中國某將領稱中國軍在上海戰略之方針為固守滬南一帶等情報日報表等十三則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1937/10/30 ~ 1937/10/30,普通 / 國防部民國105年11月10日國辦文檔字第1050005267號函註銷密等,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），時段 1937,002000001879A,002-080200-00490-029
C,1938,002-080200-00511-011,戴笠王芃生電蔣中正日軍繞攻岳西企圖包圍霍山立煌及其主力因海軍協助循長江兩岸前進而信陽一路日軍因黃水氾濫停滯等長江沿岸浙西海州山西情報提要等六則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1938/07/09 ~ 1938/07/09,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），時段 1938,002000001900A,002-080200-00511-011
C,1940,002-080200-00529-065,劉明秋函蔣中正中共在渝幹部開會之經過情形情報提要,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1940/09/28 ~ 1940/09/28,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），時段 1940,002000001918A,002-080200-00529-065
C,1940,002-080200-00531-018,毛慶祥等電蔣中正據報汪兆銘預定於四月八日前後赴北平漢口廣州巡訪及孫桐萱自請前往開封撲滅劉郁芬以彰國典等情報等八則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1940/04/02 ~ 1940/04/02,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），時段 1940,002000001920A,002-080200-00531-018
B,1947,002-080200-00536-018,張羣等呈蔣中正保密局在京渝籌設印刷所及擬緩辦徵用德技術人員案等情報提要等十二則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/05/13 ~ 1947/05/13,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），核心時段，需現場確認與民盟史關聯,002000001925A,002-080200-00536-018
B,1947,002-080200-00536-019,鄭介民呈蔣中正莫斯科外長會議失敗原因及古巴巴西法國蘇俄等國際動態情報提要及杜聿明等呈奸偽及各黨派動態情報提要等十四則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/05/14 ~ 1947/05/14,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），核心時段，需現場確認與民盟史關聯,002000001925A,002-080200-00536-019
B,1947,002-080200-00536-075,中統局等呈蔣中正各黨派動態及美考慮為中國提用華人在美存款等情報提要等八則,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,1947/07/16 ~ 1947/07/16,普通,數位檔／線上閱覽,沈鈞儒,人物擦邊（沈鈞儒），核心時段，需現場確認與民盟史關聯,002000001925A,002-080200-00536-075
