_matched_queries,題名,典藏號,全宗號,全宗名稱,全宗系列,隸屬卷名/件號,本件日期,卷件開始日期,卷件結束日期,密等,密等/解密紀錄,隱私問題,提供方式/地點,閱覽方式,數位化,應用限制,_collection,_identifier,入藏登錄號,內容描述,卷名,本卷日期,檔案年代,檔案系列,申請序號,相關人員,相關地點,調閱參照,資料類型,關鍵詞組
政治協商會議,東北外交專員川滇黔視察專員任免劉守中派往綏察調查實業事宜，曾養甫任督辦黃埔開埠事宜，雷震任政治協商會議秘書長，中央黨政軍機關留渝辦事處正副主任任免,001-032102-00001-000,001,國民政府,國民政府/ 人事 / 中央機關人員任免 / 總統府及所屬機關人員任免,派任人員任免,1931/03/05 ~ 1946/08/31,1931/03/05,1946/08/31,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000002689A,001-032102-00001-000,001000002689A,東北外交專員川滇黔視察專員任免劉守中派往綏察調查實業事宜，曾養甫任督辦黃埔開埠事宜，雷震任政治協商會議秘書長，中央黨政軍機關留渝辦事處正副主任任免,派任人員任免,,1931民國20年,國民政府/人事/中央機關人員任免/總統府及所屬機關人員任免,001000002689A001-032102-00001-000,王伯群，許孝炎，陳克文，陳布雷，劉守中，朱紹良，王世杰，曾養甫，雷震,,001000002689A001-032102-00001-000,文件,人事-任免
政治協商會議,政治協商會議（一）,,001,國民政府,,政治協商會議（一）,,1945/09/27,1946/05/22,普通,普通,無隱私,不提供申請 ( 已分件，請以件調閱， 案件清單 ),不提供申請,已數位化,,,,001000004457A,,政治協商會議（一）,1945/09/27 ~ 1946/05/22,1945民國34年,,,,,,文件,
政治協商會議,國民大會在重慶代表要求召開國民大會解決中共問題，各界對政治協商會之意見，吳鼎昌呈政治協商會議費用概算，賀耀組擬具政治協商會議外交內政立案要旨…,001-046400-00001-000,001,國民政府,國民政府/ 行政(秘書與總務) / 聯席會議 / 聯席會議總目,政治協商會議（一）,1945/09/27 ~ 1946/05/22,1945/09/27,1946/05/22,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000004457A,001-046400-00001-000,001000004457A,國民大會在重慶代表要求召開國民大會解決中共問題，各界對政治協商會之意見，吳鼎昌呈政治協商會議費用概算，賀耀組擬具政治協商會議外交內政立案要旨及政治協商會議提案及議程排列辦法,政治協商會議（一）,,1945民國34年,國民政府/行政(秘書與總務)/聯席會議/聯席會議總目,001000004457A001-046400-00001-000,白光祖，蔣中正，陳布雷，陳立夫，雷震，周仲良，孔庚，朱惠清，朱自清，楊幼炯，毛澤東，吳鼎昌，賀耀組,重慶，四川-成都,001000004457A001-046400-00001-000,文件,政治-政治協商
政治協商會議,國民大會在重慶代表孔庚等函國民政府主席蔣中正為要求召開國民大會解決中共問題,001-046400-00001-001,001,國民政府,國民政府/ 行政(秘書與總務) / 聯席會議 / 聯席會議總目,政治協商會議（一）,1945/09/27 ~ 1945/09/27,1945/09/27,1945/09/27,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000004457A,001-046400-00001-001,001000004457A,國民大會在重慶代表孔庚等函國民政府主席蔣中正為要求召開國民大會解決中共問題,政治協商會議（一）,,1945民國34年,國民政府/行政(秘書與總務)/聯席會議/聯席會議總目,001000004457A001-046400-00001-001,,,001000004457A001-046400-00001-001,文件,
政治協商會議,張奚若等各界電蔣中正為陳政治協商會議之意見,001-046400-00001-002,001,國民政府,國民政府/ 行政(秘書與總務) / 聯席會議 / 聯席會議總目,政治協商會議（一）,1945/10/01 ~ 1945/10/01,1945/10/01,1945/10/01,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000004457A,001-046400-00001-002,001000004457A,張奚若等各界電蔣中正為陳政治協商會議之意見,政治協商會議（一）,,1945民國34年,國民政府/行政(秘書與總務)/聯席會議/聯席會議總目,001000004457A001-046400-00001-002,,,001000004457A001-046400-00001-002,文件,
政治協商會議,雷震呈國民政府主席蔣中正為請暫撥政治協商會議開會費用一千五百萬元,001-046400-00001-003,001,國民政府,國民政府/ 行政(秘書與總務) / 聯席會議 / 聯席會議總目,政治協商會議（一）,1946/01/07 ~ 1946/01/07,1946/01/07,1946/01/07,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000004457A,001-046400-00001-003,001000004457A,雷震呈國民政府主席蔣中正為請暫撥政治協商會議開會費用一千五百萬元,政治協商會議（一）,,1946民國35年,國民政府/行政(秘書與總務)/聯席會議/聯席會議總目,001000004457A001-046400-00001-003,,,001000004457A001-046400-00001-003,文件,
政治協商會議,賀耀組電國民政府主席蔣中正為擬具政治協商會議外交內政立案要旨,001-046400-00001-004,001,國民政府,國民政府/ 行政(秘書與總務) / 聯席會議 / 聯席會議總目,政治協商會議（一）,1946/01/10 ~ 1946/01/10,1946/01/10,1946/01/10,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000004457A,001-046400-00001-004,001000004457A,賀耀組電國民政府主席蔣中正為擬具政治協商會議外交內政立案要旨,政治協商會議（一）,,1946民國35年,國民政府/行政(秘書與總務)/聯席會議/聯席會議總目,001000004457A001-046400-00001-004,,,001000004457A001-046400-00001-004,文件,
政治協商會議,政治協商會議秘書長雷震呈國民政府主席蔣中正有關政治協商會議提案及議程排列辦法,001-046400-00001-005,001,國民政府,國民政府/ 行政(秘書與總務) / 聯席會議 / 聯席會議總目,政治協商會議（一）,1946/01/14 ~ 1946/01/14,1946/01/14,1946/01/14,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000004457A,001-046400-00001-005,001000004457A,政治協商會議秘書長雷震呈國民政府主席蔣中正有關政治協商會議提案及議程排列辦法,政治協商會議（一）,,1946民國35年,國民政府/行政(秘書與總務)/聯席會議/聯席會議總目,001000004457A001-046400-00001-005,,,001000004457A001-046400-00001-005,文件,
政治協商會議,政治協商會議（二）,,001,國民政府,,政治協商會議（二）,,1945/10/09,1948/05/07,普通,普通,無隱私,不提供申請 ( 已分件，請以件調閱， 案件清單 ),不提供申請,已數位化,,,,001000004458A,,政治協商會議（二）,1945/10/09 ~ 1948/05/07,1945民國34年,,,,,,文件,
政治協商會議,楊砥中等呈各界擬推派代表參加政治協商會議，吳鐵城等會商召開政治協商會議日期地點，國民政府與中共議定停止衝突及恢復交通辦法，政治協商會…,001-046400-00002-000,001,國民政府,國民政府/ 行政(秘書與總務) / 聯席會議 / 聯席會議總目,政治協商會議（二）,1945/10/09 ~ 1948/05/07,1945/10/09,1948/05/07,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000004458A,001-046400-00002-000,001000004458A,楊砥中等呈各界擬推派代表參加政治協商會議，吳鐵城等會商召開政治協商會議日期地點，國民政府與中共議定停止衝突及恢復交通辦法，政治協商會議施政綱領軍事憲法草案與經費撥發之辦理情形,政治協商會議（二）,,1945民國34年,國民政府/行政(秘書與總務)/聯席會議/聯席會議總目,001000004458A001-046400-00002-000,陳立夫，陶冶，劉士篤，吳玉章，周恩來，孫科，王世杰，王寵惠，葉劍英，邵力子，陳布雷，楊砥中，吳鐵城,湖北-漢口，美國-紐約，四川-重慶,001000004458A001-046400-00002-000,文件,政治-政治協商
政治協商會議,楊砥中等各界電國民政府主席蔣中正為擬推派代表參加政治協商會議,001-046400-00002-001,001,國民政府,國民政府/ 行政(秘書與總務) / 聯席會議 / 聯席會議總目,政治協商會議（二）,1945/10/09 ~ 1945/10/09,1945/10/09,1945/10/09,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000004458A,001-046400-00002-001,001000004458A,楊砥中等各界電國民政府主席蔣中正為擬推派代表參加政治協商會議,政治協商會議（二）,,1945民國34年,國民政府/行政(秘書與總務)/聯席會議/聯席會議總目,001000004458A001-046400-00002-001,,,001000004458A001-046400-00002-001,文件,
政治協商會議,陳立夫呈中國國民黨總裁蔣中正為懇請免派出席政治協商會議,001-046400-00002-002,001,國民政府,國民政府/ 行政(秘書與總務) / 聯席會議 / 聯席會議總目,政治協商會議（二）,1945/10/30 ~ 1945/10/30,1945/10/30,1945/10/30,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000004458A,001-046400-00002-002,001000004458A,陳立夫呈中國國民黨總裁蔣中正為懇請免派出席政治協商會議,政治協商會議（二）,,1945民國34年,國民政府/行政(秘書與總務)/聯席會議/聯席會議總目,001000004458A001-046400-00002-002,,,001000004458A001-046400-00002-002,文件,
政治協商會議,國民政府文官長吳鼎昌呈主席蔣中正有關中共代表周恩來吳玉章葉劍英等抵重慶,001-046400-00002-003,001,國民政府,國民政府/ 行政(秘書與總務) / 聯席會議 / 聯席會議總目,政治協商會議（二）,1945/12/16 ~ 1945/12/16,1945/12/16,1945/12/16,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000004458A,001-046400-00002-003,001000004458A,國民政府文官長吳鼎昌呈主席蔣中正有關中共代表周恩來吳玉章葉劍英等抵重慶,政治協商會議（二）,,1945民國34年,國民政府/行政(秘書與總務)/聯席會議/聯席會議總目,001000004458A001-046400-00002-003,,,001000004458A001-046400-00002-003,文件,
政治協商會議,國民政府文官長吳鼎昌呈主席蔣中正有關吳鐵城邵力子孫科王寵惠王世杰張厲生陳布雷等會商政治協商會議日期地點,001-046400-00002-004,001,國民政府,國民政府/ 行政(秘書與總務) / 聯席會議 / 聯席會議總目,政治協商會議（二）,1945/12/17 ~ 1945/12/17,1945/12/17,1945/12/17,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000004458A,001-046400-00002-004,001000004458A,國民政府文官長吳鼎昌呈主席蔣中正有關吳鐵城邵力子孫科王寵惠王世杰張厲生陳布雷等會商政治協商會議日期地點,政治協商會議（二）,,1945民國34年,國民政府/行政(秘書與總務)/聯席會議/聯席會議總目,001000004458A001-046400-00002-004,,,001000004458A001-046400-00002-004,文件,
政治協商會議,國民政府與中共議定停止衝突及恢復交通辦法,001-046400-00002-005,001,國民政府,國民政府/ 行政(秘書與總務) / 聯席會議 / 聯席會議總目,政治協商會議（二）,1946/01/19 ~ 1946/01/19,1946/01/19,1946/01/19,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000004458A,001-046400-00002-005,001000004458A,國民政府與中共議定停止衝突及恢復交通辦法,政治協商會議（二）,,1946民國35年,國民政府/行政(秘書與總務)/聯席會議/聯席會議總目,001000004458A001-046400-00002-005,,,001000004458A001-046400-00002-005,文件,
政治協商會議,福建省臨時參議會代議長林希溓等各界電國民政府主席蔣中正為各省市參議會擬推派代表參加軍事考察團,001-046400-00002-006,001,國民政府,國民政府/ 行政(秘書與總務) / 聯席會議 / 聯席會議總目,政治協商會議（二）,1946/01/24 ~ 1946/01/24,1946/01/24,1946/01/24,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,普通 / 總統府94年9月13日華總一智字第09400132570號函概括解密,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,001000004458A,001-046400-00002-006,001000004458A,福建省臨時參議會代議長林希溓等各界電國民政府主席蔣中正為各省市參議會擬推派代表參加軍事考察團,政治協商會議（二）,,1946民國35年,國民政府/行政(秘書與總務)/聯席會議/聯席會議總目,001000004458A001-046400-00002-006,,,001000004458A001-046400-00002-006,文件,
